"Focus Trading Ltd"
"Trial Balance - Detailed"
"From 01/01/2019 To 24/05/2019"

"Posting Date","G/L Account No.",Name,"Doc. Type","Doc. No.",Debit,Credit,Amount,"Entry No."
10/04/2019,2600,"Other Payables",,PO0466,,100.00,-26339.89,4366
10/04/2019,2600,"Other Payables",,PO0468,,12.00,-26351.89,4372
11/04/2019,2600,"Other Payables",,PO0479,,234.55,-26586.43,4422
12/04/2019,2600,"Other Payables",,PI0257,,1.44,-26587.87,4431
12/04/2019,2600,"Other Payables",,PI0257,,2.24,-26590.11,4432
12/04/2019,2600,"Other Payables",,PO0482,,4500.00,-31090.11,4536
16/04/2019,2600,"Other Payables",,PI0258,,1.20,-31091.31,4445
16/04/2019,2600,"Other Payables",,PI0258,1.20,,-31090.11,4447
16/04/2019,2600,"Other Payables",,PI0261,,3000.00,-34090.11,4471
16/04/2019,2600,"Other Payables",,PI0261,,6000.00,-40090.11,4472
16/04/2019,2600,"Other Payables",,PI0262,,750.00,-40840.11,4477
18/04/2019,2600,"Other Payables",,PO0501,,34.00,-40874.11,4568
23/04/2019,2600,"Other Payables",,PI0268,,3.00,-40877.11,4641
23/04/2019,2600,"Other Payables",,PI0268,,6.00,-40883.11,4642
23/04/2019,2600,"Other Payables",,PI0269,3.00,,-40880.11,4647
23/04/2019,2600,"Other Payables",,PI0270,6.00,,-40874.11,4652
24/04/2019,2600,"Other Payables",,PI0271,,450450.00,-491324.11,4664
24/04/2019,2600,"Other Payables",,PI0271,450450.00,,-40874.11,4666
25/04/2019,2600,"Other Payables",,PI0277,,3.00,-40877.11,4744
25/04/2019,2600,"Other Payables",,PI0277,,6.00,-40883.11,4745
27/04/2019,2600,"Other Payables",,PI0281,,1200.00,-42083.11,4831
27/04/2019,2600,"Other Payables",,PI0281,1200.00,,-40883.11,4842
27/04/2019,2600,"Other Payables",,PO0541,,2.00,-40885.11,4857
27/04/2019,2600,"Other Payables",,PO0541,,4.00,-40889.11,4858
27/04/2019,2600,"Other Payables",,PI0284,,2.00,-40891.11,4861
27/04/2019,2600,"Other Payables",,PI0284,,4.00,-40895.11,4862
29/04/2019,2600,"Other Payables",,PI0286,,1.20,-40896.31,4965
29/04/2019,2600,"Other Payables",,PI0286,,450.00,-41346.31,4966
29/04/2019,2600,"Other Payables",,PI0286,1.20,,-41345.11,4969
29/04/2019,2600,"Other Payables",,PI0286,450.00,,-40895.11,4970
02/05/2019,2600,"Other Payables",,PO0566,,1.20,-40896.31,5041
02/05/2019,2600,"Other Payables",,PI0289,,930.00,-41826.31,5043
02/05/2019,2600,"Other Payables",,PI0289,930.00,,-40896.31,5045
03/05/2019,2600,"Other Payables",,PO0568,,1.20,-40897.51,5064
03/05/2019,2600,"Other Payables",,PI0290,,46.00,-40943.51,5112
03/05/2019,2600,"Other Payables",,PI0290,46.00,,-40897.51,5114
08/05/2019,2600,"Other Payables",,PI0291,,455.00,-41352.51,5182
08/05/2019,2600,"Other Payables",,PI0291,455.00,,-40897.51,5184
08/05/2019,2600,"Other Payables",,PI0292,,34.00,-40931.51,5217
08/05/2019,2600,"Other Payables",,PI0292,,1.20,-40932.71,5218
08/05/2019,2600,"Other Payables",,PI0292,34.00,,-40898.71,5221
08/05/2019,2600,"Other Payables",,PI0292,1.20,,-40897.51,5222
08/05/2019,2600,"Other Payables",,PI0293,,985.52,-41883.03,5230
08/05/2019,2600,"Other Payables",,PI0293,985.52,,-40897.51,5232
08/05/2019,2600,"Other Payables",,PI0294,,45.00,-40942.51,5249
08/05/2019,2600,"Other Payables",,PI0294,45.00,,-40897.51,5251
08/05/2019,2600,"Other Payables",,PI0308,,790.00,-41687.51,5642
08/05/2019,2600,"Other Payables",,PI0308,790.00,,-40897.51,5644
10/05/2019,2600,"Other Payables",,PI0297,,118750.00,-159647.51,5306
10/05/2019,2600,"Other Payables",,PI0297,118750.00,,-40897.51,5308
10/05/2019,2600,"Other Payables",,PI0298,,1580.00,-42477.51,5320
10/05/2019,2600,"Other Payables",,PI0298,1580.00,,-40897.51,5322
13/05/2019,2600,"Other Payables",,PI0299,,500000.00,-540897.51,5394
13/05/2019,2600,"Other Payables",,PI0299,500000.00,,-40897.51,5396
16/05/2019,2600,"Other Payables",,PI0305,,18000.00,-58897.51,5566
16/05/2019,2600,"Other Payables",,PI0305,18000.00,,-40897.51,5568
17/05/2019,2600,"Other Payables",,PI0311,,100.00,-40997.51,5790
17/05/2019,2600,"Other Payables",,PI0311,100.00,,-40897.51,5792
17/05/2019,2600,"Other Payables",,PO0646,,1000.00,-41897.51,6025
20/05/2019,2600,"Other Payables",,PI0314,,100.00,-41997.51,5831
20/05/2019,2600,"Other Payables",,PI0314,100.00,,-41897.51,5833
20/05/2019,2600,"Other Payables",,PDN0089,,200.00,-42097.51,5854
20/05/2019,2600,"Other Payables",,PI0317,,113.43,-42210.94,5895
20/05/2019,2600,"Other Payables",,PO0655,,100.00,-42310.94,5928
20/05/2019,2600,"Other Payables",,PI0317,113.43,,-42197.51,5930
20/05/2019,2600,"Other Payables",,PI0318,,1.20,-42198.71,5936
20/05/2019,2600,"Other Payables",,PI0318,1.20,,-42197.51,5947
22/05/2019,2600,"Other Payables",,PO0664,,435.67,-42633.18,6032
22/05/2019,2600,"Other Payables",,PO0664,,15.00,-42648.18,6033
22/05/2019,2600,"Other Payables",,PO0664,,400.00,-43048.18,6034
22/05/2019,2600,"Other Payables",,PO0664,,300.00,-43348.18,6035
24/05/2019,2600,"Other Payables",,PI0322,,100.00,-43448.18,6088
24/05/2019,2600,"Other Payables",,PI0322,100.00,,-43348.18,6090
,2600,"Other Payables","Closing Balance",,2310348.418,2353696.602,-43348.184,
,2650,Accruals,"Opening Balance",,,,-4680.700356205474,
01/01/2019,2650,Accruals,,PI0151,,47.24,-4727.94,1806
03/01/2019,2650,Accruals,,PI0160,,15.00,-4742.94,2128
08/01/2019,2650,Accruals,,PI0130,75.00,,-4667.94,1140
08/01/2019,2650,Accruals,,PI0130,75.00,,-4592.94,1141
08/01/2019,2650,Accruals,,PI0130,60.00,,-4532.94,1142
08/01/2019,2650,Accruals,,PI0130,60.00,,-4472.94,1143
11/01/2019,2650,Accruals,,PI0161,,30.00,-4502.94,2133
06/02/2019,2650,Accruals,,PI0149,,11.81,-4514.76,1795
18/02/2019,2650,Accruals,,IJ0056,,4000.00,-8514.76,2290
18/02/2019,2650,Accruals,,IJ0057,50.00,,-8464.76,2292
,2650,Accruals,"Closing Balance",,320,4104.0551181102,-8464.7554743157,
,2705,"VAT on Sales","Opening Balance",,,,-275561.1130555556,
01/01/2019,2705,"VAT on Sales",,SI0124,,,-275561.11,1382
01/01/2019,2705,"VAT on Sales",,SI0124,,,-275561.11,1385
02/01/2019,2705,"VAT on Sales",,PCN0025,,,-275561.11,1089
02/01/2019,2705,"VAT on Sales",,SI0133,,,-275561.11,1472
02/01/2019,2705,"VAT on Sales",,SI0185,,,-275561.11,2176
02/01/2019,2705,"VAT on Sales",,SI0202,,16.00,-275577.11,2357
03/01/2019,2705,"VAT on Sales",,SI0125,,,-275577.11,1392
03/01/2019,2705,"VAT on Sales",,SI0125,,,-275577.11,1395
03/01/2019,2705,"VAT on Sales",,SI0264,,11.00,-275588.11,3677
05/01/2019,2705,"VAT on Sales",,SI0126,,,-275588.11,1402
05/01/2019,2705,"VAT on Sales",,SI0126,,,-275588.11,1405
05/01/2019,2705,"VAT on Sales",,SI0134,,,-275588.11,1479
07/01/2019,2705,"VAT on Sales",,SI0127,,,-275588.11,1412
07/01/2019,2705,"VAT on Sales",,SI0127,,,-275588.11,1415
08/01/2019,2705,"VAT on Sales",,PCN0024,,,-275588.11,1078
08/01/2019,2705,"VAT on Sales",,SI0110,,2.00,-275590.11,1192
09/01/2019,2705,"VAT on Sales",,SI0132,,,-275590.11,1465
09/01/2019,2705,"VAT on Sales",,SI0142,,,-275590.11,1535
09/01/2019,2705,"VAT on Sales",,SI0158,,0.79,-275590.90,1828
10/01/2019,2705,"VAT on Sales",,SI0277,,424.00,-276014.90,3897
10/01/2019,2705,"VAT on Sales",,SI0278,,9.00,-276023.90,3911
12/01/2019,2705,"VAT on Sales",,SI0138,,,-276023.90,1507
13/01/2019,2705,"VAT on Sales",,SI0129,,,-276023.90,1432
13/01/2019,2705,"VAT on Sales",,SI0129,,,-276023.90,1435
14/01/2019,2705,"VAT on Sales",,SI0109,,75.00,-276098.90,1178
14/01/2019,2705,"VAT on Sales",,SI0111,,,-276098.90,1215
14/01/2019,2705,"VAT on Sales",,PCN0026,,,-276098.90,1236
14/01/2019,2705,"VAT on Sales",,SI0112,,,-276098.90,1248
14/01/2019,2705,"VAT on Sales",,PCN0027,0.08,,-276098.83,1255
14/01/2019,2705,"VAT on Sales",,PCN0027,,0.20,-276099.03,1257
14/01/2019,2705,"VAT on Sales",,SI0113,,,-276099.03,1260
15/01/2019,2705,"VAT on Sales",,SI0114,,,-276099.03,1276
15/01/2019,2705,"VAT on Sales",,PCN0028,,,-276099.03,1283
15/01/2019,2705,"VAT on Sales",,SI0115,,,-276099.03,1298
15/01/2019,2705,"VAT on Sales",,SI0130,,,-276099.03,1442
15/01/2019,2705,"VAT on Sales",,SI0130,,,-276099.03,1445
17/01/2019,2705,"VAT on Sales",,PCN0034,1.60,,-276097.43,1756
17/01/2019,2705,"VAT on Sales",,SI0184,,,-276097.43,2153
17/01/2019,2705,"VAT on Sales",,SI0184,,,-276097.43,2152
22/01/2019,2705,"VAT on Sales",,SI0118,,,-276097.43,1325
22/01/2019,2705,"VAT on Sales",,SI0190,,,-276097.43,2227
22/01/2019,2705,"VAT on Sales",,PCN0048,2.72,,-276094.71,2571
23/01/2019,2705,"VAT on Sales",,SI0119,,,-276094.71,1332
23/01/2019,2705,"VAT on Sales",,SI0119,,,-276094.71,1335
23/01/2019,2705,"VAT on Sales",,SI0122,,,-276094.71,1362
23/01/2019,2705,"VAT on Sales",,SI0122,,,-276094.71,1365
23/01/2019,2705,"VAT on Sales",,SI0137,,,-276094.71,1500
23/01/2019,2705,"VAT on Sales",,PCN0041,,,-276094.71,2172
23/01/2019,2705,"VAT on Sales",,SI0186,,,-276094.71,2203
23/01/2019,2705,"VAT on Sales",,SI0187,,,-276094.71,2218
23/01/2019,2705,"VAT on Sales",,SI0189,,,-276094.71,2224
26/01/2019,2705,"VAT on Sales",,SI0117,,,-276094.71,1320
27/01/2019,2705,"VAT on Sales",,SI0120,,,-276094.71,1342
27/01/2019,2705,"VAT on Sales",,SI0120,,,-276094.71,1345
27/01/2019,2705,"VAT on Sales",,SO0216,,,-276094.71,1549
27/01/2019,2705,"VAT on Sales",,SO0216,,,-276094.71,1553
28/01/2019,2705,"VAT on Sales",,SI0140,,,-276094.71,1521
28/01/2019,2705,"VAT on Sales",,SI0196,,64.00,-276158.71,2315
29/01/2019,2705,"VAT on Sales",,SI0197,,48.00,-276206.71,2322
30/01/2019,2705,"VAT on Sales",,SI0121,,,-276206.71,1352
30/01/2019,2705,"VAT on Sales",,SI0121,,,-276206.71,1355
30/01/2019,2705,"VAT on Sales",,SI0199,,25.60,-276232.31,2336
31/01/2019,2705,"VAT on Sales",,SI0281,,72.50,-276304.81,3934
01/02/2019,2705,"VAT on Sales",,PCN0029,,,-276304.81,1562
01/02/2019,2705,"VAT on Sales",,SI0198,,16.00,-276320.81,2329
02/02/2019,2705,"VAT on Sales",,SI0123,,,-276320.81,1372
02/02/2019,2705,"VAT on Sales",,SI0123,,,-276320.81,1375
02/02/2019,2705,"VAT on Sales",,SI0145,,,-276320.81,1567
02/02/2019,2705,"VAT on Sales",,SI0146,,180.00,-276500.81,1576
02/02/2019,2705,"VAT on Sales",,PCN0030,0.10,,-276500.71,1583
02/02/2019,2705,"VAT on Sales",,PCN0031,0.06,,-276500.65,1586
02/02/2019,2705,"VAT on Sales",,SI0147,,,-276500.65,1609
02/02/2019,2705,"VAT on Sales",,PCN0032,,,-276500.65,1616
02/02/2019,2705,"VAT on Sales",,PCN0033,,,-276500.65,1675
02/02/2019,2705,"VAT on Sales",,SI0151,,74.00,-276574.65,1704
03/02/2019,2705,"VAT on Sales",,SI0161,,8.00,-276582.65,1854
04/02/2019,2705,"VAT on Sales",,SI0128,,,-276582.65,1422
04/02/2019,2705,"VAT on Sales",,SI0128,,,-276582.65,1425
04/02/2019,2705,"VAT on Sales",,SI0141,,,-276582.65,1528
05/02/2019,2705,"VAT on Sales",,SI0152,,,-276582.65,1711
05/02/2019,2705,"VAT on Sales",,SI0154,,2.00,-276584.65,1742
06/02/2019,2705,"VAT on Sales",,SI0156,,15.90,-276600.55,1766
06/02/2019,2705,"VAT on Sales",,SI0157,,0.20,-276600.75,1818
07/02/2019,2705,"VAT on Sales",,SI0116,,,-276600.75,1311
07/02/2019,2705,"VAT on Sales",,SI0116,,,-276600.75,1313
07/02/2019,2705,"VAT on Sales",,PCN0035,,,-276600.75,1825
07/02/2019,2705,"VAT on Sales",,SI0160,,0.59,-276601.34,1834
07/02/2019,2705,"VAT on Sales",,PCN0036,0.59,,-276600.75,1841
07/02/2019,2705,"VAT on Sales",,PCN0037,3.15,,-276597.60,1844
07/02/2019,2705,"VAT on Sales",,SI0162,,,-276597.60,1863
08/02/2019,2705,"VAT on Sales",,SI0139,,18.50,-276616.10,1514
08/02/2019,2705,"VAT on Sales",,SI0150,,62.56,-276678.66,1701
08/02/2019,2705,"VAT on Sales",,SI0155,,16.00,-276694.66,1749
08/02/2019,2705,"VAT on Sales",,SI0163,,,-276694.66,1866
08/02/2019,2705,"VAT on Sales",,SI0165,,,-276694.66,1879
10/02/2019,2705,"VAT on Sales",,SI0164,,,-276694.66,1876
10/02/2019,2705,"VAT on Sales",,SI0166,,,-276694.66,1884
11/02/2019,2705,"VAT on Sales",,SI0167,,,-276694.66,1887
11/02/2019,2705,"VAT on Sales",,SI0168,,8.00,-276702.66,1890
11/02/2019,2705,"VAT on Sales",,SI0169,,,-276702.66,1900
11/02/2019,2705,"VAT on Sales",,SI0170,,1.60,-276704.26,1907
11/02/2019,2705,"VAT on Sales",,SI0170,0.06,,-276704.19,1910
11/02/2019,2705,"VAT on Sales",,SI0171,,8.75,-276712.94,1927
11/02/2019,2705,"VAT on Sales",,SI0177,,18.50,-276731.44,1974
11/02/2019,2705,"VAT on Sales",,SI0178,,,-276731.44,1981
12/02/2019,2705,"VAT on Sales",,SI0148,,,-276731.44,1691
12/02/2019,2705,"VAT on Sales",,SI0172,,14.40,-276745.84,1952
12/02/2019,2705,"VAT on Sales",,SI0173,,0.72,-276746.56,1955
12/02/2019,2705,"VAT on Sales",,SI0174,,0.32,-276746.88,1958
12/02/2019,2705,"VAT on Sales",,SI0175,,0.04,-276746.92,1961
12/02/2019,2705,"VAT on Sales",,SI0175,,0.16,-276747.08,1963
12/02/2019,2705,"VAT on Sales",,SI0176,,,-276747.08,1971
12/02/2019,2705,"VAT on Sales",,SI0179,,0.04,-276747.12,1988
12/02/2019,2705,"VAT on Sales",,PCN0038,,,-276747.12,1996
12/02/2019,2705,"VAT on Sales",,SI0180,,,-276747.12,1999
13/02/2019,2705,"VAT on Sales",,SI0182,,34.00,-276781.12,2021
13/02/2019,2705,"VAT on Sales",,SI0193,,30.00,-276811.12,2259
13/02/2019,2705,"VAT on Sales",,PCN0043,0.04,,-276811.08,2289
14/02/2019,2705,"VAT on Sales",,SI0131,,,-276811.08,1452
14/02/2019,2705,"VAT on Sales",,SI0131,,,-276811.08,1455
14/02/2019,2705,"VAT on Sales",,SI0153,,131.00,-276942.08,1715
14/02/2019,2705,"VAT on Sales",,SI0153,,1239.50,-278181.58,1714
14/02/2019,2705,"VAT on Sales",,PCN0040,,,-278181.58,2145
14/02/2019,2705,"VAT on Sales",,SI0307,,400.00,-278581.58,4249
14/02/2019,2705,"VAT on Sales",,SI0307,,100.00,-278681.58,4248
15/02/2019,2705,"VAT on Sales",,SI0183,,,-278681.58,2043
15/02/2019,2705,"VAT on Sales",,SI0183,,,-278681.58,2046
15/02/2019,2705,"VAT on Sales",,SI0194,,7.50,-278689.08,2266
15/02/2019,2705,"VAT on Sales",,PCN0042,7.50,,-278681.58,2273
16/02/2019,2705,"VAT on Sales",,SI0143,,,-278681.58,1542
18/02/2019,2705,"VAT on Sales",,SI0195,,,-278681.58,2296
18/02/2019,2705,"VAT on Sales",,PCN0044,,,-278681.58,2303
18/02/2019,2705,"VAT on Sales",,SI0203,,,-278681.58,2365
18/02/2019,2705,"VAT on Sales",,SI0204,,,-278681.58,2372
18/02/2019,2705,"VAT on Sales",,SI0210,,8.00,-278689.58,2568
18/02/2019,2705,"VAT on Sales",,SI0213,,8.26,-278697.84,2683
18/02/2019,2705,"VAT on Sales",,SI0213,7.08,,-278690.76,2686
19/02/2019,2705,"VAT on Sales",,SI0205,,,-278690.76,2393
19/02/2019,2705,"VAT on Sales",,SI0206,,,-278690.76,2402
19/02/2019,2705,"VAT on Sales",,SI0207,,,-278690.76,2503
19/02/2019,2705,"VAT on Sales",,SI0207,,,-278690.76,2505
19/02/2019,2705,"VAT on Sales",,PCN0046,,,-278690.76,2512
19/02/2019,2705,"VAT on Sales",,PCN0047,9.15,,-278681.61,2565
20/02/2019,2705,"VAT on Sales",,SI0208,,,-278681.61,2529
20/02/2019,2705,"VAT on Sales",,SI0208,,,-278681.61,2531
20/02/2019,2705,"VAT on Sales",,SI0209,,,-278681.61,2538
20/02/2019,2705,"VAT on Sales",,PCN0051,,,-278681.61,2748
21/02/2019,2705,"VAT on Sales",,SI0212,,2.60,-278684.21,2669
21/02/2019,2705,"VAT on Sales",,SI0212,,18.50,-278702.71,2668
22/02/2019,2705,"VAT on Sales",,SI0188,,,-278702.71,2221
22/02/2019,2705,"VAT on Sales",,SI0211,,18.50,-278721.21,2661
22/02/2019,2705,"VAT on Sales",,PCN0049,,,-278721.21,2680
22/02/2019,2705,"VAT on Sales",,PCN0050,7.12,,-278714.09,2697
22/02/2019,2705,"VAT on Sales",,SI0224,,,-278714.09,2810
23/02/2019,2705,"VAT on Sales",,SI0136,,,-278714.09,1493
23/02/2019,2705,"VAT on Sales",,SI0214,,,-278714.09,2703
24/02/2019,2705,"VAT on Sales",,SI0217,,70.80,-278784.89,2730
24/02/2019,2705,"VAT on Sales",,SI0217,,,-278784.89,2732
25/02/2019,2705,"VAT on Sales",,SI0215,,18.56,-278803.45,2713
25/02/2019,2705,"VAT on Sales",,SI0216,,,-278803.45,2723
25/02/2019,2705,"VAT on Sales",,SI0218,,,-278803.45,2750
25/02/2019,2705,"VAT on Sales",,SI0219,,,-278803.45,2771
25/02/2019,2705,"VAT on Sales",,PCN0052,,,-278803.45,2778
26/02/2019,2705,"VAT on Sales",,SI0220,,,-278803.45,2788
26/02/2019,2705,"VAT on Sales",,SI0221,,,-278803.45,2791
26/02/2019,2705,"VAT on Sales",,SI0222,,,-278803.45,2793
26/02/2019,2705,"VAT on Sales",,SI0223,,25.20,-278828.64,2803
26/02/2019,2705,"VAT on Sales",,SI0225,,18.50,-278847.14,2817
26/02/2019,2705,"VAT on Sales",,SI0226,,,-278847.14,2825
26/02/2019,2705,"VAT on Sales",,SI0227,,,-278847.14,2834
26/02/2019,2705,"VAT on Sales",,SI0228,,,-278847.14,2837
26/02/2019,2705,"VAT on Sales",,PCN0053,18.50,,-278828.64,2840
26/02/2019,2705,"VAT on Sales",,PCN0057,,,-278828.64,2942
27/02/2019,2705,"VAT on Sales",,SI0200,,38.40,-278867.04,2343
27/02/2019,2705,"VAT on Sales",,PCN0054,,,-278867.04,2843
27/02/2019,2705,"VAT on Sales",,SI0232,,,-278867.04,2901
28/02/2019,2705,"VAT on Sales",,SI0201,,48.00,-278915.04,2350
28/02/2019,2705,"VAT on Sales",,PCN0045,6.40,,-278908.64,2364
28/02/2019,2705,"VAT on Sales",,SI0229,,18.50,-278927.14,2852
01/03/2019,2705,"VAT on Sales",,SI0230,,,-278927.14,2882
01/03/2019,2705,"VAT on Sales",,SI0231,,,-278927.14,2884
01/03/2019,2705,"VAT on Sales",,PCN0055,,,-278927.14,2886
04/03/2019,2705,"VAT on Sales",,SI0233,,,-278927.14,2904
04/03/2019,2705,"VAT on Sales",,SI0234,,,-278927.14,2906
04/03/2019,2705,"VAT on Sales",,SI0235,,,-278927.14,2909
04/03/2019,2705,"VAT on Sales",,PCN0056,,,-278927.14,2912
04/03/2019,2705,"VAT on Sales",,SI0236,,,-278927.14,2925
04/03/2019,2705,"VAT on Sales",,SI0236,,,-278927.14,2924
04/03/2019,2705,"VAT on Sales",,SI0238,,0.46,-278927.60,2951
04/03/2019,2705,"VAT on Sales",,SI0239,,5.44,-278933.04,2958
04/03/2019,2705,"VAT on Sales",,SI0240,,5.44,-278938.48,2961
04/03/2019,2705,"VAT on Sales",,SI0241,,0.96,-278939.44,2964
04/03/2019,2705,"VAT on Sales",,PCN0058,,,-278939.44,2967
04/03/2019,2705,"VAT on Sales",,SI0266,,,-278939.44,3700
05/03/2019,2705,"VAT on Sales",,SI0237,,,-278939.44,2940
05/03/2019,2705,"VAT on Sales",,PCN0059,,,-278939.44,3000
05/03/2019,2705,"VAT on Sales",,SI0243,,,-278939.44,3012
05/03/2019,2705,"VAT on Sales",,SI0245,,,-278939.44,3038
06/03/2019,2705,"VAT on Sales",,SI0242,,,-278939.44,3003
06/03/2019,2705,"VAT on Sales",,PCN0060,,,-278939.44,3009
06/03/2019,2705,"VAT on Sales",,SI0244,,,-278939.44,3025
06/03/2019,2705,"VAT on Sales",,SI0246,,,-278939.44,3045
06/03/2019,2705,"VAT on Sales",,PCN0061,,,-278939.44,3048
06/03/2019,2705,"VAT on Sales",,SI0247,,,-278939.44,3061
06/03/2019,2705,"VAT on Sales",,PCN0064,,,-278939.44,3306
06/03/2019,2705,"VAT on Sales",,PCN0067,,,-278939.44,3396
07/03/2019,2705,"VAT on Sales",,SI0248,,395.98,-279335.42,3072
07/03/2019,2705,"VAT on Sales",,SI0249,,33.60,-279369.02,3107
07/03/2019,2705,"VAT on Sales",,PCN0062,32.00,,-279337.02,3110
07/03/2019,2705,"VAT on Sales",,SI0259,,395.98,-279733.01,3554
08/03/2019,2705,"VAT on Sales",,SI0250,,3.15,-279736.16,3128
08/03/2019,2705,"VAT on Sales",,PCN0063,,,-279736.16,3131
08/03/2019,2705,"VAT on Sales",,SI0251,,,-279736.16,3138
12/03/2019,2705,"VAT on Sales",,SI0252,,,-279736.16,3320
12/03/2019,2705,"VAT on Sales",,SI0253,,235.20,-279971.36,3348
12/03/2019,2705,"VAT on Sales",,PCN0065,49.50,,-279921.86,3384
12/03/2019,2705,"VAT on Sales",,PCN0066,,,-279921.86,3389
12/03/2019,2705,"VAT on Sales",,SI0254,,,-279921.86,3393
12/03/2019,2705,"VAT on Sales",,SI0255,,,-279921.86,3402
12/03/2019,2705,"VAT on Sales",,SI0256,,240.00,-280161.86,3417
14/03/2019,2705,"VAT on Sales",,SI0159,,0.47,-280162.33,1831
14/03/2019,2705,"VAT on Sales",,PCN0068,5.00,,-280157.33,3399
15/03/2019,2705,"VAT on Sales",,SI0257,,32.64,-280189.97,3520
19/03/2019,2705,"VAT on Sales",,SI0258,,110.00,-280299.97,3542
19/03/2019,2705,"VAT on Sales",,PCN0070,,,-280299.97,3788
20/03/2019,2705,"VAT on Sales",,SI0260,,0.87,-280300.84,3589
20/03/2019,2705,"VAT on Sales",,SI0261,,,-280300.84,3597
20/03/2019,2705,"VAT on Sales",,SI0262,,,-280300.84,3604
20/03/2019,2705,"VAT on Sales",,PCN0069,,,-280300.84,3607
20/03/2019,2705,"VAT on Sales",,SI0263,,,-280300.84,3662
20/03/2019,2705,"VAT on Sales",,SI0263,,,-280300.84,3664
20/03/2019,2705,"VAT on Sales",,SI0265,,,-280300.84,3684
20/03/2019,2705,"VAT on Sales",,SI0267,,,-280300.84,3722
20/03/2019,2705,"VAT on Sales",,SI0269,,,-280300.84,3736
20/03/2019,2705,"VAT on Sales",,SI0269,,,-280300.84,3740
26/03/2019,2705,"VAT on Sales",,SI0268,,69.00,-280369.84,3729
27/03/2019,2705,"VAT on Sales",,,1442.70,,-278927.14,3756
27/03/2019,2705,"VAT on Sales",,,2631.68,,-276295.46,3759
01/04/2019,2705,"VAT on Sales",,SI0270,,,-276295.46,3793
01/04/2019,2705,"VAT on Sales",,SI0271,,,-276295.46,3800
01/04/2019,2705,"VAT on Sales",,SI0272,,18.50,-276313.96,3807
01/04/2019,2705,"VAT on Sales",,SI0273,,18.96,-276332.92,3830
01/04/2019,2705,"VAT on Sales",,SI0273,,2003.20,-278336.12,3834
01/04/2019,2705,"VAT on Sales",,SI0274,,18.78,-278354.90,3854
01/04/2019,2705,"VAT on Sales",,SI0275,,400.00,-278754.90,3869
02/04/2019,2705,"VAT on Sales",,PCN0071,18.50,,-278736.40,3881
02/04/2019,2705,"VAT on Sales",,SI0276,,,-278736.40,3886
02/04/2019,2705,"VAT on Sales",,SI0279,,,-278736.40,3927
02/04/2019,2705,"VAT on Sales",,SI0280,,,-278736.40,3930
02/04/2019,2705,"VAT on Sales",,SI0282,,18.50,-278754.90,3941
02/04/2019,2705,"VAT on Sales",,PCN0072,,,-278754.90,3954
02/04/2019,2705,"VAT on Sales",,PCN0072,,,-278754.90,3956
03/04/2019,2705,"VAT on Sales",,SI0283,,0.48,-278755.38,3961
03/04/2019,2705,"VAT on Sales",,PCN0073,0.32,,-278755.06,3964
03/04/2019,2705,"VAT on Sales",,SI0284,,0.46,-278755.52,3974
03/04/2019,2705,"VAT on Sales",,SI0285,,0.04,-278755.56,3981
03/04/2019,2705,"VAT on Sales",,SI0286,,0.02,-278755.58,3988
03/04/2019,2705,"VAT on Sales",,SI0287,,0.46,-278756.04,3995
03/04/2019,2705,"VAT on Sales",,SI0288,,42.60,-278798.64,4002
03/04/2019,2705,"VAT on Sales",,SI0289,,370.00,-279168.64,4009
03/04/2019,2705,"VAT on Sales",,PCN0074,0.46,,-279168.18,4016
03/04/2019,2705,"VAT on Sales",,PCN0075,18.50,,-279149.68,4021
03/04/2019,2705,"VAT on Sales",,PCN0076,18.50,,-279131.18,4026
03/04/2019,2705,"VAT on Sales",,SI0290,,40.00,-279171.18,4034
03/04/2019,2705,"VAT on Sales",,SI0291,,,-279171.18,4040
03/04/2019,2705,"VAT on Sales",,PCN0077,18.50,,-279152.68,4043
03/04/2019,2705,"VAT on Sales",,PCN0080,361.88,,-278790.80,4314
04/04/2019,2705,"VAT on Sales",,SI0292,,,-278790.80,4048
04/04/2019,2705,"VAT on Sales",,PCN0078,0.40,,-278790.40,4116
04/04/2019,2705,"VAT on Sales",,PCN0078,,0.80,-278791.20,4118
04/04/2019,2705,"VAT on Sales",,SI0293,,,-278791.20,4140
05/04/2019,2705,"VAT on Sales",,SI0294,,200.00,-278991.20,4146
05/04/2019,2705,"VAT on Sales",,SI0296,,100.00,-279091.20,4160
05/04/2019,2705,"VAT on Sales",,SI0297,,20.00,-279111.20,4167
05/04/2019,2705,"VAT on Sales",,SI0298,,60.00,-279171.20,4174
05/04/2019,2705,"VAT on Sales",,SI0299,,200.00,-279371.20,4192
05/04/2019,2705,"VAT on Sales",,SI0300,,200.00,-279571.20,4199
05/04/2019,2705,"VAT on Sales",,SI0301,,100.00,-279671.20,4206
05/04/2019,2705,"VAT on Sales",,SI0302,,140.00,-279811.20,4213
05/04/2019,2705,"VAT on Sales",,SI0303,,20.00,-279831.20,4220
05/04/2019,2705,"VAT on Sales",,SI0304,,40.00,-279871.20,4227
05/04/2019,2705,"VAT on Sales",,SI0305,,80.00,-279951.20,4234
05/04/2019,2705,"VAT on Sales",,SI0306,,120.00,-280071.20,4241
05/04/2019,2705,"VAT on Sales",,PCN0079,400.00,,-279671.20,4268
05/04/2019,2705,"VAT on Sales",,PCN0079,100.00,,-279571.20,4267
